booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning,DateAnomaly
B00761,2024-07-06,2024-09-18,C0134,Young Professional,Family,Website,Card,Phú Quốc,4,4649000.0,0.069,Completed,17313000.0,3.8,False,False
B00207,2024-05-29,2024-07-24,C0135,Family,Beach,Website,Card,Huế,1,3475000.0,0.025,Completed,3388000.0,5.0,False,False
B00516,2024-11-05,2024-11-23,C0135,Family,Adventure,Website,Card,Phú Quốc,1,6253000.0,0.099,Completed,5634000.0,4.3,True,False
B03875,2025-03-06,2025-05-17,C0135,Corporate,Adventure,Agent,Cash,TP.HCM,1,5033000.0,0.0981933669534456,Completed,4539000.0,3.9,True,False
B00811,2024-04-28,2024-05-23,C0136,Student,City Break,Website,Card,Phú Quốc,1,3117000.0,0.124,Completed,2730000.0,4.2,False,False
B00495,2024-11-28,2025-02-10,C0136,Student,City Break,Mobile App,Card,Hà Nội,1,2528000.0,0.051,Completed,2399000.0,3.7,True,False
B01170,2025-01-28,2025-02-26,C0136,Student,Cultural,Website,Card,Phú Quốc,2,2936000.0,0.216,Completed,4604000.0,4.8,True,False
B01617,2022-07-04,2022-08-12,C0137,Family,Beach,Website,Card,Phú Quốc,1,4313000.0,0.1034085551913311,Completed,3867000.0,4.6,True,False
B01814,2022-09-15,2022-10-14,C0137,Student,Family,Website,,Hà Nội,1,3185000.0,0.0634503899855395,Completed,2983000.0,4.1,True,False
B02009,2022-12-24,2023-01-25,C0137,Young Professional,Family,Website,Card,Phú Quốc,3,3395000.0,0.0852128935429048,Completed,9317000.0,3.8,True,False
B00870,2024-05-12,2024-06-19,C0137,Corporate,Foodie,Agent,Cash,Nha Trang,3,1978000.0,0.004,Completed,5910000.0,4.2,False,False
B00619,2024-06-13,2024-08-16,C0137,Corporate,Cultural,Website,Bank Transfer,Sa Pa,4,3069000.0,0.067,Completed,11454000.0,4.2,True,False
B00835,2025-03-23,2025-05-03,C0137,Corporate,Family,Website,Card,Hà Nội,4,3244000.0,0.121,Completed,11406000.0,4.5,True,False
B01405,2022-04-06,2022-06-12,C0138,Young Professional,Cultural,Website,Bank Transfer,Phú Quốc,2,3022000.0,0.1296299218693443,Completed,5261000.0,3.9,True,False
B01703,2022-08-07,2022-09-23,C0138,Family,Beach,Agent,Card,Hà Nội,3,4317000.0,0.0370227543331227,Completed,12472000.0,3.6,True,False
B02147,2023-02-16,2023-04-08,C0138,Young Professional,Cultural,Website,Card,Huế,1,2411000.0,0.1306468939936293,Completed,2096000.0,4.2,True,False
B00454,2024-01-03,2024-03-02,C0138,Young Professional,Adventure,Website,E-wallet,Sa Pa,1,5719000.0,0.072,Completed,5307000.0,4.4,False,False
B01017,2024-08-21,2024-11-03,C0138,Young Professional,Foodie,Website,Card,Hội An,1,2130000.0,0.087,Completed,1945000.0,4.7,True,False
B00367,2024-11-16,2024-12-26,C0138,Young Professional,Cultural,Website,Cash,Hà Nội,1,1758000.0,0.063,Completed,1647000.0,3.6,True,False
B01098,2024-12-11,2025-01-28,C0138,Young Professional,Beach,Mobile App,E-wallet,Hội An,1,4226000.0,0.18,Completed,3465000.0,5.0,True,False
B01016,2025-06-14,2025-08-01,C0138,Young Professional,Beach,Website,Card,Huế,3,3003000.0,0.044,Completed,8613000.0,3.8,True,False
B00334,2024-04-20,2024-06-01,C0139,Family,Foodie,Website,Card,Hội An,3,1699000.0,0.0,Completed,5097000.0,5.0,False,False
B00532,2024-08-01,2024-10-25,C0139,Family,Family,Agent,Bank Transfer,Phú Quốc,2,3036000.0,0.095,Completed,5495000.0,4.6,True,False
B00801,2025-03-25,2025-05-09,C0139,Family,Cultural,Website,Card,Đà Lạt,1,0.0,0.061,Completed,2761000.0,4.4,True,False
B00911,2025-08-03,2025-08-15,C0139,Family,Cultural,Mobile App,Cash,Hạ Long,1,1813000.0,0.018,Completed,1780000.0,4.2,True,False
B00383,2025-08-22,2025-09-09,C0139,Family,Adventure,Agent,Card,TP.HCM,2,3070000.0,0.067,Completed,5729000.0,4.5,True,False
B01872,2022-10-16,2022-12-22,C0140,Family,Foodie,Mobile App,Card,Hạ Long,4,2675000.0,0.1513724979327856,Completed,9080000.0,5.0,True,False
B00282,2024-02-22,2024-03-05,C0140,Student,Family,Website,Card,Hà Nội,4,3008000.0,0.18,Completed,9866000.0,4.3,False,False
B01308,2022-02-16,2022-03-15,C0141,Family,Cultural,Agent,Card,Đà Nẵng,1,2578000.0,0.1141664957968195,Completed,2284000.0,3.2,True,False
B01298,2022-02-10,2022-04-03,C0141,Student,Foodie,Website,E-wallet,Đà Lạt,4,2575000.0,0.1668830392252744,Completed,8581000.0,4.7,True,False
B01688,2022-08-01,2022-09-29,C0141,Family,Cultural,Agent,Bank Transfer,Phú Quốc,1,2519000.0,0.0777183045713808,Completed,2323000.0,4.2,True,False
B01986,2022-12-17,2023-01-25,C0141,Family,Cultural,Website,Card,Hà Nội,1,2435000.0,0.0530205610811227,Completed,2306000.0,3.9,True,False
B02250,2023-04-09,2023-05-26,C0141,Student,Foodie,Call Center,Card,Sa Pa,1,2429000.0,0.1377503028575505,Completed,2094000.0,4.4,True,False
B02750,2023-11-14,2024-01-11,C0141,Family,City Break,Mobile App,Card,Nha Trang,1,2348000.0,0.1596918459047409,Completed,1973000.0,4.3,True,False
B00756,2024-04-13,2024-07-06,C0141,Young Professional,City Break,Website,E-wallet,Phú Quốc,1,1967000.0,0.144,Completed,1684000.0,4.3,True,False
B03618,2024-11-07,2024-12-23,C0141,Corporate,Family,Mobile App,Cash,Đà Nẵng,3,3456000.0,0.1165571856550423,Completed,9160000.0,4.2,True,False
B00419,2024-12-02,2025-01-19,C0141,Young Professional,City Break,Mobile App,Card,Sa Pa,1,1736000.0,0.101,Completed,1561000.0,5.0,True,False
B00530,2025-01-30,2025-04-25,C0141,Young Professional,Beach,Website,Cash,Hạ Long,2,5594000.0,0.244,Completed,8458000.0,3.6,True,False
B01413,2022-04-10,2022-06-18,C0142,Young Professional,City Break,Mobile App,,Phú Quốc,3,2421000.0,0.0608839104932218,Completed,6821000.0,4.5,True,False
B01656,2022-07-20,2022-09-19,C0142,Corporate,Family,Agent,Bank Transfer,Huế,4,2793000.0,0.1323699231234903,Completed,9693000.0,4.3,True,False
B02359,2023-05-27,2023-07-07,C0142,Corporate,Adventure,Website,Card,Nha Trang,2,5670000.0,0.1227674702804197,Completed,9948000.0,4.2,True,False
B02676,2023-10-12,2023-11-07,C0142,Young Professional,Cultural,,Card,Đà Nẵng,4,2573000.0,,Completed,9140000.0,3.7,True,False
B01149,2024-05-11,2024-05-25,C0142,Young Professional,Beach,Agent,Card,Nha Trang,3,4295000.0,0.123,Completed,11300000.0,4.0,False,False
B03223,2024-06-01,2024-06-28,C0142,Family,Beach,Agent,Card,Nha Trang,2,4207000.0,0.0849849613448157,Completed,7699000.0,4.4,True,False
B00194,2024-07-14,2024-08-04,C0142,Young Professional,Adventure,Mobile App,Card,TP.HCM,3,5514000.0,0.04,Completed,15880000.0,3.4,True,False
B00155,2024-11-25,2025-01-27,C0142,Young Professional,Cultural,Call Center,E-wallet,Nha Trang,2,3434000.0,0.206,Completed,5453000.0,4.7,True,False
B00587,2025-02-22,2025-05-22,C0142,Young Professional,Cultural,Website,Card,Hà Nội,3,3052000.0,0.047,Completed,8726000.0,4.1,True,False
B00860,2025-08-22,2025-09-17,C0142,Young Professional,Cultural,Website,Bank Transfer,Huế,2,3127000.0,0.095,Completed,5660000.0,4.6,True,False
B00809,2025-08-31,2025-10-02,C0142,Young Professional,Family,Website,Card,Đà Nẵng,3,3284000.0,0.233,Completed,7556000.0,4.6,True,False
B01014,2024-04-09,2024-05-17,C0143,Corporate,Beach,Mobile App,Bank Transfer,Hạ Long,2,3570000.0,0.0,Completed,7140000.0,3.9,False,False
B00746,2024-07-16,2024-08-04,C0143,Corporate,Adventure,Website,Card,Đà Lạt,2,5907000.0,0.062,Completed,11082000.0,4.1,True,False
B00357,2025-03-20,2025-06-14,C0143,Corporate,Family,Website,Card,Hạ Long,4,3057000.0,0.094,Completed,11079000.0,4.3,True,False
B00247,2025-05-14,2025-08-05,C0143,Corporate,City Break,Agent,Bank Transfer,Hạ Long,3,1307000.0,0.026,Completed,3819000.0,4.0,True,False
B00011,2025-09-02,2025-09-25,C0143,Corporate,Cultural,Mobile App,Bank Transfer,Đà Nẵng,1,1918000.0,0.088,Completed,1749000.0,4.6,True,False
B01525,2022-05-28,2022-07-05,C0144,Young Professional,Family,Mobile App,Card,Đà Nẵng,1,3761000.0,0.0861841462278162,Completed,3437000.0,3.6,True,False
B01993,2022-12-19,2023-03-07,C0144,Student,Beach,Agent,E-wallet,Huế,5,3509000.0,0.1792998472709226,Completed,14399000.0,4.4,True,False
B01015,2024-03-07,2024-05-19,C0144,Family,Beach,Website,Card,Phú Quốc,2,4777000.0,0.131,Completed,8302000.0,3.9,False,False
B03108,2024-04-13,2024-05-29,C0144,Young Professional,Adventure,Mobile App,Card,Hạ Long,3,5875000.0,0.0459699720680592,Completed,16815000.0,3.6,True,False
B03232,2024-06-04,2024-08-02,C0144,Young Professional,Cultural,Mobile App,Card,Huế,1,2414000.0,0.0904767573658415,Completed,2196000.0,4.7,True,False
B03482,2024-09-07,2024-10-31,C0144,Corporate,Beach,Website,Bank Transfer,Hội An,1,4271000.0,0.1359566347164438,Completed,3690000.0,3.5,True,False
B00952,2025-07-02,2025-09-01,C0144,Family,Family,Website,Card,Hội An,3,2476000.0,0.106,Completed,6641000.0,4.3,True,False
B01526,2022-05-29,2022-08-19,C0145,Young Professional,Cultural,Website,Card,Huế,2,2286000.0,0.1083907973464188,Completed,4076000.0,3.7,True,False
B03017,2024-02-29,2024-05-19,C0145,Student,Beach,Website,E-wallet,TP.HCM,3,3519000.0,0.0278717185912958,Completed,10263000.0,3.8,True,False
B00963,2024-10-10,2025-01-03,C0145,Young Professional,Adventure,Website,Cash,Hạ Long,3,4170000.0,0.073,Completed,11597000.0,4.3,True,False
B03756,2025-01-08,2025-03-15,C0145,Student,Beach,Mobile App,Card,Hà Nội,1,4007000.0,0.2049677505972804,Completed,3186000.0,3.3,True,False
B01199,2025-09-07,2025-11-27,C0145,Young Professional,Beach,Mobile App,Bank Transfer,Nha Trang,2,4201000.0,0.131,Completed,7301000.0,4.2,True,False
B02993,2024-02-18,2024-05-16,C0146,Young Professional,Adventure,Mobile App,Card,Hạ Long,3,5649000.0,0.0800638319140579,Completed,15590000.0,4.3,True,False
B00318,2025-06-13,2025-07-10,C0146,Young Professional,Cultural,Agent,Card,Phú Quốc,2,2729000.0,0.025,Completed,5322000.0,3.6,False,False
B01923,2022-11-16,2022-12-31,C0147,Family,City Break,Mobile App,Bank Transfer,Đà Nẵng,4,2634000.0,,Completed,9731000.0,4.3,True,False
B01073,2024-01-02,2024-01-16,C0147,Young Professional,Adventure,Mobile App,Cash,Đà Nẵng,2,6569000.0,0.105,Completed,11759000.0,4.4,False,False
B00270,2024-01-28,2024-03-21,C0147,Young Professional,Family,Mobile App,Card,TP.HCM,5,2499000.0,0.1,Completed,11246000.0,4.7,True,False
B00936,2024-03-22,2024-05-08,C0147,Young Professional,Cultural,Website,Card,Sa Pa,3,3138000.0,0.249,Completed,7070000.0,4.1,True,False
B00989,2025-01-17,2025-02-14,C0147,Young Professional,Beach,Agent,Bank Transfer,Sa Pa,2,3639000.0,0.144,Completed,6230000.0,4.5,True,False
B00214,2025-08-20,2025-10-09,C0147,Young Professional,Cultural,Agent,Bank Transfer,Hạ Long,1,3057000.0,0.099,Completed,2754000.0,4.4,True,False
B01234,2022-01-17,2022-03-01,C0148,Family,City Break,Website,Card,Phú Quốc,1,2125000.0,0.1330237101489815,Completed,1842000.0,3.9,True,False
B01628,2022-07-09,2022-09-09,C0148,Young Professional,City Break,Website,Bank Transfer,Phú Quốc,1,2208000.0,0.1197712220561418,Completed,1944000.0,3.8,True,False
B02793,2023-11-27,2024-02-15,C0148,Young Professional,Beach,Website,E-wallet,Hội An,4,4505000.0,0.0939926719223292,Completed,16326000.0,4.0,True,False
B03007,2024-02-23,2024-04-03,C0148,Corporate,Cultural,Website,Card,Huế,4,2570000.0,0.0516559250445815,Completed,9749000.0,4.5,True,False
B01027,2024-03-10,2024-05-26,C0148,Young Professional,Cultural,Mobile App,Card,TP.HCM,2,2725000.0,0.042,Completed,5221000.0,4.0,False,False
B00614,2024-06-02,2024-07-12,C0148,Young Professional,City Break,Website,Card,Hội An,1,1400000.0,0.0,Completed,1400000.0,4.8,True,False
B01110,2024-07-19,2024-08-06,C0148,Young Professional,Beach,Call Center,Bank Transfer,Hạ Long,2,3323000.0,0.026,Completed,6473000.0,4.4,True,False
B01005,2025-04-07,2025-05-02,C0148,Young Professional,Beach,Website,Card,Nha Trang,1,3359000.0,0.107,Completed,3000000.0,3.4,True,False
B00166,2025-07-27,2025-10-09,C0148,Young Professional,Family,Agent,Card,Hội An,5,2402000.0,0.188,Completed,9752000.0,4.7,True,False
B02451,2023-07-04,2023-08-29,C0149,Family,Beach,Agent,Bank Transfer,Hội An,1,4169000.0,0.1713936213691167,Completed,3454000.0,3.9,True,False
B01143,2024-02-03,2024-04-13,C0149,Young Professional,Adventure,Call Center,E-wallet,Sa Pa,1,5628000.0,0.085,Completed,5150000.0,4.4,False,False
B01216,2022-01-09,2022-03-05,C0150,Young Professional,Beach,Website,Card,Huế,1,3645000.0,0.1342722896688449,Completed,3156000.0,4.1,True,False
B02308,2023-04-30,2023-06-28,C0150,Young Professional,Beach,Mobile App,Cash,Hội An,2,4389000.0,0.0656761976110795,Completed,8201000.0,4.3,True,False
B02938,2024-01-29,2024-02-25,C0150,Young Professional,Family,Website,Bank Transfer,Nha Trang,1,4027000.0,0.0763189413206386,Completed,3720000.0,4.1,True,False
B00934,2024-09-02,2024-11-30,C0150,Student,Beach,Mobile App,Card,Hội An,1,5056000.0,0.087,Completed,4616000.0,4.9,False,False
B00167,2025-06-13,2025-07-03,C0150,Student,Foodie,Agent,Card,Đà Lạt,3,2784000.0,0.092,Completed,7584000.0,4.4,True,False
B03526,2024-09-26,2024-11-15,C0151,Family,Beach,Website,Card,Đà Nẵng,1,4423000.0,,Completed,3847000.0,4.1,True,False
B00617,2025-09-05,2025-09-19,C0151,Family,Family,Agent,Bank Transfer,Sa Pa,2,2971000.0,0.12,Completed,5229000.0,4.4,False,False
B01549,2022-06-07,2022-07-07,C0152,Corporate,Adventure,Website,Cash,TP.HCM,2,5573000.0,0.1282239951455672,Completed,9717000.0,4.4,True,False
B00942,2024-07-30,2024-08-13,C0152,Corporate,Foodie,Mobile App,Card,Đà Lạt,1,2336000.0,0.151,Completed,1983000.0,3.8,False,False
B00471,2024-11-22,2024-12-18,C0152,Corporate,Foodie,Agent,Bank Transfer,Hội An,1,1959000.0,0.035,Completed,1890000.0,2.9,True,False
B00608,2025-08-20,2025-11-01,C0152,Corporate,Beach,Mobile App,Cash,Hà Nội,3,3767000.0,0.168,Completed,9402000.0,4.9,True,False
B01520,2022-05-27,2022-07-07,C0154,Student,City Break,Mobile App,Bank Transfer,Hà Nội,3,2926000.0,0.0789012380077537,Completed,8085000.0,4.2,True,False
B03622,2024-11-08,2024-12-15,C0154,Family,Family,Agent,Cash,Sa Pa,1,3466000.0,0.1541225275627812,Completed,2932000.0,4.4,True,False
B00853,2025-02-13,2025-03-24,C0154,Family,City Break,Mobile App,Card,Hạ Long,2,2162000.0,0.138,Completed,3727000.0,4.2,True,False
B00437,2025-02-13,2025-04-06,C0154,Family,Cultural,Website,Bank Transfer,Hội An,2,2732000.0,0.117,Completed,4825000.0,5.0,False,False
B04223,2025-07-24,2025-09-01,C0154,Family,Family,Mobile App,E-wallet,TP.HCM,2,3202000.0,0.0480273028071669,Completed,6096000.0,4.6,True,False
B01598,2022-06-26,2022-07-17,C0155,Corporate,City Break,Call Center,Cash,Huế,2,2033000.0,0.0804904724609639,Completed,3739000.0,4.3,True,False
B00708,2025-06-13,2025-08-27,C0155,Student,Adventure,Agent,Card,Hội An,1,5463000.0,0.103,Completed,4900000.0,4.4,False,False
B01920,2022-11-16,2022-11-30,C0157,Student,Cultural,Website,Cash,Phú Quốc,3,2563000.0,0.0752837124402571,Completed,7110000.0,3.8,True,False
B00014,2024-05-28,2024-08-22,C0157,Young Professional,Foodie,Website,Card,Đà Lạt,2,1543000.0,0.064,Completed,2888000.0,3.9,False,False
B00800,2024-06-19,2024-09-15,C0157,Young Professional,Cultural,Agent,Bank Transfer,Sa Pa,1,3497000.0,0.088,Completed,3189000.0,4.1,True,False
B00931,2024-07-29,2024-09-26,C0157,Young Professional,Beach,Agent,Card,Hà Nội,1,4149000.0,0.064,Completed,3883000.0,4.3,True,False
B00253,2025-06-09,2025-07-08,C0157,Young Professional,Family,Website,Card,Đà Nẵng,5,3546000.0,0.107,Completed,15833000.0,4.2,True,False
B04370,2025-09-25,2025-11-16,C0157,Student,Cultural,Agent,Bank Transfer,Hạ Long,3,2664000.0,0.1186166661033424,Completed,7044000.0,4.0,True,False
B01487,2022-05-07,2022-06-09,C0158,Family,City Break,,E-wallet,Huế,2,2148000.0,0.1098311411445912,Completed,3824000.0,4.5,True,False
B03250,2024-06-09,2024-07-12,C0158,Family,Cultural,Website,Bank Transfer,Đà Nẵng,2,3027000.0,0.1274422226221981,Completed,5282000.0,3.7,True,False
B01329,2022-02-26,2022-03-07,C0159,Family,Beach,Mobile App,Cash,Phú Quốc,4,4218000.0,0.1607144145486034,Completed,14160000.0,4.8,True,False
B02384,2023-06-10,2023-06-20,C0159,Family,Cultural,Website,E-wallet,Sa Pa,2,2513000.0,0.1009969066944139,Completed,4518000.0,5.0,True,False
B02455,2023-07-05,2023-08-12,C0159,Family,Cultural,Website,Card,Đà Nẵng,1,2904000.0,0.0906650925831605,Completed,2641000.0,5.0,True,False
B03074,2024-03-27,2024-05-21,C0159,Corporate,Cultural,Mobile App,Card,Đà Lạt,4,2395000.0,0.0641201752078703,Completed,8966000.0,4.8,True,False
B00711,2024-06-23,2024-07-22,C0159,Family,Adventure,Website,Card,Sa Pa,1,5330000.0,0.098,Completed,4808000.0,4.1,True,False
B00724,2025-07-26,2025-08-07,C0159,Family,Beach,Website,Card,Đà Nẵng,2,5198000.0,0.065,Completed,9720000.0,2.9,True,False
B02099,2023-02-01,2023-03-29,C0160,Corporate,Family,Website,Card,Huế,4,2838000.0,0.0477587840034267,Completed,10810000.0,4.1,True,False
B01010,2024-04-12,2024-06-18,C0160,Family,Beach,Website,Card,Hội An,2,5330000.0,0.091,Completed,9690000.0,4.2,False,False
B00291,2024-09-10,2024-09-25,C0160,Family,Adventure,Website,Card,Nha Trang,1,5547000.0,0.136,Completed,4793000.0,3.7,True,False
B00497,2025-02-01,2025-03-09,C0160,Family,Adventure,Mobile App,Card,Huế,1,3044000.0,0.08,Completed,2800000.0,4.5,True,False
B01161,2025-07-01,2025-09-23,C0160,Family,Cultural,Website,Bank Transfer,TP.HCM,2,1588000.0,0.127,Completed,2773000.0,4.9,True,False
B01731,2022-08-15,2022-09-15,C0161,Student,Cultural,Agent,Cash,Huế,1,2016000.0,0.0645886737147305,Completed,1886000.0,4.6,True,False
B02089,2023-01-28,2023-03-17,C0161,Family,Beach,Website,Bank Transfer,Đà Nẵng,4,4086000.0,0.1353587823263622,Completed,14132000.0,3.7,True,False
B01145,2025-02-01,2025-04-02,C0161,Student,Cultural,Agent,Bank Transfer,Hà Nội,3,2500000.0,0.199,Completed,6007000.0,5.0,True,False
B00184,2025-06-08,2025-07-22,C0161,Student,City Break,Mobile App,Card,Hội An,2,1383000.0,0.0,Completed,2766000.0,3.4,True,False
B02869,2023-12-27,2024-01-20,C0162,Corporate,Family,Website,Card,Hội An,1,2682000.0,0.120141206621518,Completed,2360000.0,4.2,True,False
B03097,2024-06-04,2024-06-17,C0162,Corporate,Adventure,,Card,Phú Quốc,3,5933000.0,0.0919599665711677,Completed,16162000.0,3.3,True,False
B01012,2024-06-06,2024-06-30,C0162,Corporate,Beach,Agent,E-wallet,Đà Lạt,1,2707000.0,0.102,Completed,2431000.0,4.2,False,False
B03867,2025-03-03,2025-04-22,C0162,Family,Family,Agent,Card,Hà Nội,5,3103000.0,0.1323738546336441,Completed,13461000.0,4.5,True,False
B01532,2022-06-01,2022-07-19,C0164,Young Professional,City Break,Agent,Cash,Sa Pa,1,2131000.0,0.1050876404446573,Completed,1907000.0,4.2,True,False
B02686,2023-10-14,2023-11-19,C0164,Young Professional,Family,Mobile App,Card,Phú Quốc,1,3311000.0,0.1449864652109362,Completed,2831000.0,5.0,True,False
B03133,2024-04-21,2024-06-22,C0164,Family,Beach,Agent,Card,Hạ Long,2,4128000.0,0.0386841489742319,Completed,7937000.0,4.5,True,False
B00910,2025-03-24,2025-05-15,C0164,Student,Foodie,Mobile App,Card,Đà Nẵng,1,1857000.0,0.142,Completed,1593000.0,4.2,False,False
B01817,2022-09-18,2022-11-23,C0165,Young Professional,Foodie,Website,Bank Transfer,Hội An,1,1894000.0,0.1372111331334115,Completed,1634000.0,4.3,True,False
B01992,2022-12-18,2023-02-26,C0165,Young Professional,Foodie,Mobile App,Bank Transfer,Hà Nội,4,2122000.0,0.0512382711790453,Completed,8053000.0,3.7,True,False
B00165,2024-03-20,2024-05-05,C0165,Family,Beach,Mobile App,Card,Huế,3,4658000.0,0.037,Completed,13457000.0,4.2,False,False
B01086,2024-03-23,2024-06-13,C0165,Family,Beach,Agent,Card,Huế,1,2715000.0,0.018,Completed,2666000.0,4.4,True,False
B03151,2024-05-01,2024-07-14,C0165,Young Professional,Beach,Website,Card,Hội An,1,4418000.0,0.0119977112834761,Completed,4365000.0,5.0,True,False
B00089,2024-09-17,2024-10-02,C0165,Family,Adventure,Website,Bank Transfer,Nha Trang,2,3458000.0,0.043,Completed,6619000.0,4.8,True,False
B00922,2024-09-11,2024-10-25,C0165,Family,Beach,Agent,Card,TP.HCM,1,3895000.0,0.124,Completed,3412000.0,4.7,True,False
B02138,2023-02-12,2023-03-28,C0166,Family,Beach,Agent,Cash,Huế,1,3715000.0,0.0615283392900096,Completed,3486000.0,4.7,True,False
B00812,2024-01-12,2024-02-22,C0166,Young Professional,Beach,Website,Cash,Hội An,1,3695000.0,0.119,Completed,3255000.0,4.1,False,False
B00140,2024-12-18,2025-02-02,C0166,Young Professional,Beach,Website,Card,Huế,1,4181000.0,0.086,Completed,3821000.0,3.7,True,False
B00010,2025-01-12,2025-03-16,C0166,Young Professional,Family,Website,Card,Nha Trang,3,3768000.0,0.222,Completed,8795000.0,3.6,True,False
B01233,2022-01-16,2022-01-26,C0167,Young Professional,Cultural,Website,Card,Hà Nội,2,2652000.0,0.1275294589110622,Completed,4628000.0,3.6,True,False
B01710,2022-08-09,2022-10-11,C0167,Student,Adventure,Mobile App,E-wallet,Đà Nẵng,3,5189000.0,0.0868819889835894,Completed,14215000.0,3.4,True,False
B01926,2022-11-18,2023-03-09,C0167,Family,Adventure,Website,Cash,Phú Quốc,3,5364000.0,0.1719004985871497,Completed,13326000.0,4.1,True,False
B00220,2024-07-12,2024-10-10,C0167,Family,Family,Website,Bank Transfer,Phú Quốc,4,2254000.0,0.185,Completed,7348000.0,4.5,False,False
B00455,2025-08-15,2025-09-27,C0167,Family,Adventure,Website,E-wallet,TP.HCM,1,5479000.0,0.203,Completed,4367000.0,3.9,True,False
B01163,2024-09-04,2024-11-15,C0168,Family,Foodie,Mobile App,E-wallet,Huế,2,3107000.0,0.077,Completed,5736000.0,4.1,False,False
B00078,2025-05-03,2025-06-25,C0168,Family,Beach,Website,Bank Transfer,Đà Lạt,3,2643000.0,0.085,Completed,7255000.0,3.9,True,False
B02203,2023-03-17,2023-04-28,C0169,Young Professional,Cultural,Mobile App,Card,Hạ Long,1,2713000.0,,Completed,2255000.0,3.2,True,False
B00072,2024-04-24,2024-06-27,C0169,Young Professional,Cultural,Agent,E-wallet,Huế,4,2218000.0,0.072,Completed,8233000.0,4.3,False,False
B00493,2024-09-21,2024-12-14,C0169,Young Professional,Cultural,Website,E-wallet,Hà Nội,2,2979000.0,0.048,Completed,5672000.0,4.8,True,False
B03721,2024-12-23,2024-12-23,C0169,Family,Beach,Call Center,Card,Hạ Long,5,3978000.0,0.0701599384825143,Completed,18495000.0,3.7,True,False
B00935,2025-04-24,2025-05-05,C0169,Young Professional,Beach,Agent,E-wallet,Hà Nội,1,4902000.0,0.086,Completed,4480000.0,3.8,True,False
B04006,2025-05-08,2025-07-11,C0169,Family,Cultural,Website,Bank Transfer,Phú Quốc,1,2387000.0,0.1407137757546392,Completed,2051000.0,4.6,True,False
B00034,2024-03-18,2024-04-24,C0170,Corporate,Adventure,Website,Card,Đà Nẵng,3,6908000.0,0.135,Completed,17926000.0,4.2,True,False
B00051,2024-03-03,2024-05-23,C0170,Corporate,Family,Agent,Card,Đà Lạt,3,2610000.0,0.104,Completed,7016000.0,4.1,False,False
B00921,2024-08-27,2024-11-19,C0170,Corporate,Cultural,Website,Card,Huế,1,1939000.0,0.0,Completed,1939000.0,3.7,True,False
B00075,2025-01-03,2025-03-14,C0170,Corporate,Cultural,Agent,Card,Hội An,1,2719000.0,0.166,Completed,2268000.0,3.5,True,False
B01530,2022-05-31,2022-07-13,C0172,Young Professional,Foodie,Call Center,Cash,Hạ Long,2,2762000.0,0.0518305449047506,Completed,5238000.0,4.4,True,False
B02544,2023-08-18,2023-10-04,C0172,Corporate,Beach,Agent,Bank Transfer,Phú Quốc,1,4048000.0,0.1287380180804201,Completed,3527000.0,4.1,True,False
B00526,2024-01-12,2024-02-25,C0172,Young Professional,City Break,Mobile App,Bank Transfer,Đà Nẵng,1,3419000.0,0.116,Completed,3022000.0,4.7,False,False
B00245,2024-05-04,2024-07-08,C0172,Young Professional,Beach,Website,Card,TP.HCM,2,4275000.0,0.03,Completed,8294000.0,4.1,True,False
B03510,2024-09-17,2024-11-10,C0172,Student,City Break,Website,Bank Transfer,Hội An,2,1484000.0,,Completed,2668000.0,4.3,True,False
B00307,2024-11-27,2025-01-02,C0172,Young Professional,Foodie,Agent,Cash,Hội An,2,2186000.0,0.148,Completed,3725000.0,4.1,True,False
B00378,2025-04-01,2025-05-02,C0172,Young Professional,Cultural,Mobile App,Card,Đà Nẵng,2,3099000.0,0.199,Completed,4965000.0,4.9,True,False
B04288,2025-08-22,2025-10-11,C0172,Student,City Break,,Card,Hội An,1,1370000.0,0.1958600068658367,Completed,1102000.0,4.6,True,False
B02285,2023-04-20,2023-06-28,C0173,Family,Beach,Website,Card,Đà Nẵng,5,4850000.0,0.065830638833836,Completed,22654000.0,4.1,True,False
B00413,2024-02-16,2024-03-04,C0173,Young Professional,City Break,Website,Card,Đà Nẵng,3,3444000.0,0.152,Completed,8762000.0,4.7,False,False
B00032,2024-05-05,2024-07-06,C0173,Young Professional,Family,Website,Cash,Phú Quốc,3,3607000.0,0.05,Completed,10280000.0,4.4,True,False
B00239,2024-09-17,2024-10-26,C0173,Young Professional,Cultural,Mobile App,Card,Phú Quốc,1,2656000.0,0.041,Completed,2547000.0,3.7,True,False
B00020,2025-05-14,2025-06-25,C0173,Young Professional,Adventure,Mobile App,Cash,Hội An,2,3680000.0,0.076,Completed,6801000.0,4.6,True,False
B01765,2022-08-27,2022-10-03,C0174,Family,Foodie,Agent,Card,Phú Quốc,4,2686000.0,0.047323638383693,Completed,10236000.0,4.3,True,False
B02512,2023-08-03,2023-10-21,C0174,Young Professional,Beach,Website,Card,Nha Trang,1,4101000.0,0.0767247621076313,Completed,3786000.0,4.4,True,False
B00805,2024-03-23,2024-05-08,C0174,Corporate,Cultural,Agent,Card,Hội An,2,3058000.0,0.132,Completed,5309000.0,3.3,False,False
